event_id,sm,warp,regext_time_ns,regext_pc,regext_op,regext_line,prev_time_ns,prev_pc,prev_op,prev_line,next_time_ns,next_pc,next_op,next_line,next_has_is_used
143,1,4,162815175,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @162815175ns,1 [trace decode.cpp:72]",162815165,0x8000018c,VADD_VV,"SM 1 warp 4 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000066 00000066 00000066 00000066 00000066 00000066 00000066 00000066 00000066 00000066 00000066 00000066 00000066 00000066 00000066 00000066 00000067 00000067 00000067 00000067 00000067 00000067 00000067 00000067 00000067 00000067 00000067 00000067 00000067 00000067 00000067 00000067}; s1=0 s2=5 s3=6 @162815165ns,1 [trace regfile.cpp:109]",162815185,0x800001b8,VMV_V_X,"SM 1 warp 4 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @162815185ns,1 [trace decode.cpp:157]",1
144,1,0,162815195,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @162815195ns,1 [trace decode.cpp:72]",162815185,0x8000018c,VADD_VV,"SM 1 warp 0 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006e 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f 0000006f}; s1=0 s2=5 s3=6 @162815185ns,1 [trace regfile.cpp:109]",162815205,0x800001b8,VMV_V_X,"SM 1 warp 0 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @162815205ns,1 [trace decode.cpp:157]",1
147,1,7,189784435,0x800001b4,REGEXT,"SM 1 warp 7 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @189784435ns,1 [trace decode.cpp:72]",189784425,0x8000018c,VADD_VV,"SM 1 warp 7 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007c 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d 0000007d}; s1=0 s2=5 s3=6 @189784425ns,1 [trace regfile.cpp:109]",189784445,0x800001b8,VMV_V_X,"SM 1 warp 7 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @189784445ns,1 [trace decode.cpp:157]",1
149,1,3,189784455,0x800001b4,REGEXT,"SM 1 warp 3 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @189784455ns,1 [trace decode.cpp:72]",189784445,0x8000018c,VADD_VV,"SM 1 warp 3 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000074 00000074 00000074 00000074 00000074 00000074 00000074 00000074 00000074 00000074 00000074 00000074 00000074 00000074 00000074 00000074 00000075 00000075 00000075 00000075 00000075 00000075 00000075 00000075 00000075 00000075 00000075 00000075 00000075 00000075 00000075 00000075}; s1=0 s2=5 s3=6 @189784445ns,1 [trace regfile.cpp:109]",189784465,0x800001b8,VMV_V_X,"SM 1 warp 3 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @189784465ns,1 [trace decode.cpp:157]",1
151,1,2,189784465,0x800001b4,REGEXT,"SM 1 warp 2 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @189784465ns,1 [trace decode.cpp:72]",189784455,0x8000018c,VADD_VV,"SM 1 warp 2 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000072 00000072 00000072 00000072 00000072 00000072 00000072 00000072 00000072 00000072 00000072 00000072 00000072 00000072 00000072 00000072 00000073 00000073 00000073 00000073 00000073 00000073 00000073 00000073 00000073 00000073 00000073 00000073 00000073 00000073 00000073 00000073}; s1=0 s2=5 s3=6 @189784455ns,1 [trace regfile.cpp:109]",189784475,0x800001b8,VMV_V_X,"SM 1 warp 2 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @189784475ns,1 [trace decode.cpp:157]",1
152,1,5,189784545,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @189784545ns,1 [trace decode.cpp:72]",189784535,0x8000018c,VADD_VV,"SM 1 warp 5 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000078 00000078 00000078 00000078 00000078 00000078 00000078 00000078 00000078 00000078 00000078 00000078 00000078 00000078 00000078 00000078 00000079 00000079 00000079 00000079 00000079 00000079 00000079 00000079 00000079 00000079 00000079 00000079 00000079 00000079 00000079 00000079}; s1=0 s2=5 s3=6 @189784535ns,1 [trace regfile.cpp:109]",189784555,0x800001b8,VMV_V_X,"SM 1 warp 5 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @189784555ns,1 [trace decode.cpp:157]",1
153,1,6,189784555,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @189784555ns,1 [trace decode.cpp:72]",189784545,0x8000018c,VADD_VV,"SM 1 warp 6 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007a 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b 0000007b}; s1=0 s2=5 s3=6 @189784545ns,1 [trace regfile.cpp:109]",189784565,0x800001b8,VMV_V_X,"SM 1 warp 6 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @189784565ns,1 [trace decode.cpp:157]",1
154,1,1,189784565,0x800001b4,REGEXT,"SM 1 warp 1 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @189784565ns,1 [trace decode.cpp:72]",189784555,0x8000018c,VADD_VV,"SM 1 warp 1 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000070 00000070 00000070 00000070 00000070 00000070 00000070 00000070 00000070 00000070 00000070 00000070 00000070 00000070 00000070 00000070 00000071 00000071 00000071 00000071 00000071 00000071 00000071 00000071 00000071 00000071 00000071 00000071 00000071 00000071 00000071 00000071}; s1=0 s2=5 s3=6 @189784555ns,1 [trace regfile.cpp:109]",189784575,0x800001b8,VMV_V_X,"SM 1 warp 1 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @189784575ns,1 [trace decode.cpp:157]",1
155,1,4,189784575,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @189784575ns,1 [trace decode.cpp:72]",189784565,0x8000018c,VADD_VV,"SM 1 warp 4 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000076 00000076 00000076 00000076 00000076 00000076 00000076 00000076 00000076 00000076 00000076 00000076 00000076 00000076 00000076 00000076 00000077 00000077 00000077 00000077 00000077 00000077 00000077 00000077 00000077 00000077 00000077 00000077 00000077 00000077 00000077 00000077}; s1=0 s2=5 s3=6 @189784565ns,1 [trace regfile.cpp:109]",189784585,0x800001b8,VMV_V_X,"SM 1 warp 4 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @189784585ns,1 [trace decode.cpp:157]",1
156,1,0,189784595,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @189784595ns,1 [trace decode.cpp:72]",189784585,0x8000018c,VADD_VV,"SM 1 warp 0 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007e 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f 0000007f}; s1=0 s2=5 s3=6 @189784585ns,1 [trace regfile.cpp:109]",189784605,0x800001b8,VMV_V_X,"SM 1 warp 0 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @189784605ns,1 [trace decode.cpp:157]",1
159,1,7,216677875,0x800001b4,REGEXT,"SM 1 warp 7 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @216677875ns,1 [trace decode.cpp:72]",216677865,0x8000018c,VADD_VV,"SM 1 warp 7 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008c 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d 0000008d}; s1=0 s2=5 s3=6 @216677865ns,1 [trace regfile.cpp:109]",216677885,0x800001b8,VMV_V_X,"SM 1 warp 7 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @216677885ns,1 [trace decode.cpp:157]",1
161,1,3,216677895,0x800001b4,REGEXT,"SM 1 warp 3 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @216677895ns,1 [trace decode.cpp:72]",216677885,0x8000018c,VADD_VV,"SM 1 warp 3 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000084 00000084 00000084 00000084 00000084 00000084 00000084 00000084 00000084 00000084 00000084 00000084 00000084 00000084 00000084 00000084 00000085 00000085 00000085 00000085 00000085 00000085 00000085 00000085 00000085 00000085 00000085 00000085 00000085 00000085 00000085 00000085}; s1=0 s2=5 s3=6 @216677885ns,1 [trace regfile.cpp:109]",216677905,0x800001b8,VMV_V_X,"SM 1 warp 3 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @216677905ns,1 [trace decode.cpp:157]",1
163,1,2,216677905,0x800001b4,REGEXT,"SM 1 warp 2 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @216677905ns,1 [trace decode.cpp:72]",216677895,0x8000018c,VADD_VV,"SM 1 warp 2 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000082 00000082 00000082 00000082 00000082 00000082 00000082 00000082 00000082 00000082 00000082 00000082 00000082 00000082 00000082 00000082 00000083 00000083 00000083 00000083 00000083 00000083 00000083 00000083 00000083 00000083 00000083 00000083 00000083 00000083 00000083 00000083}; s1=0 s2=5 s3=6 @216677895ns,1 [trace regfile.cpp:109]",216677915,0x800001b8,VMV_V_X,"SM 1 warp 2 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @216677915ns,1 [trace decode.cpp:157]",1
164,1,5,216677985,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @216677985ns,1 [trace decode.cpp:72]",216677975,0x8000018c,VADD_VV,"SM 1 warp 5 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000088 00000088 00000088 00000088 00000088 00000088 00000088 00000088 00000088 00000088 00000088 00000088 00000088 00000088 00000088 00000088 00000089 00000089 00000089 00000089 00000089 00000089 00000089 00000089 00000089 00000089 00000089 00000089 00000089 00000089 00000089 00000089}; s1=0 s2=5 s3=6 @216677975ns,1 [trace regfile.cpp:109]",216677995,0x800001b8,VMV_V_X,"SM 1 warp 5 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @216677995ns,1 [trace decode.cpp:157]",1
165,1,6,216677995,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @216677995ns,1 [trace decode.cpp:72]",216677985,0x8000018c,VADD_VV,"SM 1 warp 6 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008a 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b 0000008b}; s1=0 s2=5 s3=6 @216677985ns,1 [trace regfile.cpp:109]",216678005,0x800001b8,VMV_V_X,"SM 1 warp 6 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @216678005ns,1 [trace decode.cpp:157]",1
166,1,1,216678005,0x800001b4,REGEXT,"SM 1 warp 1 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @216678005ns,1 [trace decode.cpp:72]",216677995,0x8000018c,VADD_VV,"SM 1 warp 1 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000080 00000080 00000080 00000080 00000080 00000080 00000080 00000080 00000080 00000080 00000080 00000080 00000080 00000080 00000080 00000080 00000081 00000081 00000081 00000081 00000081 00000081 00000081 00000081 00000081 00000081 00000081 00000081 00000081 00000081 00000081 00000081}; s1=0 s2=5 s3=6 @216677995ns,1 [trace regfile.cpp:109]",216678015,0x800001b8,VMV_V_X,"SM 1 warp 1 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @216678015ns,1 [trace decode.cpp:157]",1
167,1,4,216678015,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @216678015ns,1 [trace decode.cpp:72]",216678005,0x8000018c,VADD_VV,"SM 1 warp 4 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000086 00000086 00000086 00000086 00000086 00000086 00000086 00000086 00000086 00000086 00000086 00000086 00000086 00000086 00000086 00000086 00000087 00000087 00000087 00000087 00000087 00000087 00000087 00000087 00000087 00000087 00000087 00000087 00000087 00000087 00000087 00000087}; s1=0 s2=5 s3=6 @216678005ns,1 [trace regfile.cpp:109]",216678025,0x800001b8,VMV_V_X,"SM 1 warp 4 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @216678025ns,1 [trace decode.cpp:157]",1
168,1,0,216678035,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @216678035ns,1 [trace decode.cpp:72]",216678025,0x8000018c,VADD_VV,"SM 1 warp 0 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008e 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f 0000008f}; s1=0 s2=5 s3=6 @216678025ns,1 [trace regfile.cpp:109]",216678045,0x800001b8,VMV_V_X,"SM 1 warp 0 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @216678045ns,1 [trace decode.cpp:157]",1
171,1,7,244946395,0x800001b4,REGEXT,"SM 1 warp 7 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @244946395ns,1 [trace decode.cpp:72]",244946385,0x8000018c,VADD_VV,"SM 1 warp 7 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009c 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d 0000009d}; s1=0 s2=5 s3=6 @244946385ns,1 [trace regfile.cpp:109]",244946405,0x800001b8,VMV_V_X,"SM 1 warp 7 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @244946405ns,1 [trace decode.cpp:157]",1
173,1,3,244946415,0x800001b4,REGEXT,"SM 1 warp 3 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @244946415ns,1 [trace decode.cpp:72]",244946405,0x8000018c,VADD_VV,"SM 1 warp 3 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000094 00000094 00000094 00000094 00000094 00000094 00000094 00000094 00000094 00000094 00000094 00000094 00000094 00000094 00000094 00000094 00000095 00000095 00000095 00000095 00000095 00000095 00000095 00000095 00000095 00000095 00000095 00000095 00000095 00000095 00000095 00000095}; s1=0 s2=5 s3=6 @244946405ns,1 [trace regfile.cpp:109]",244946425,0x800001b8,VMV_V_X,"SM 1 warp 3 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @244946425ns,1 [trace decode.cpp:157]",1
175,1,0,244946425,0x800001b4,REGEXT,"SM 1 warp 0 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @244946425ns,1 [trace decode.cpp:72]",244946415,0x8000018c,VADD_VV,"SM 1 warp 0 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009e 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f 0000009f}; s1=0 s2=5 s3=6 @244946415ns,1 [trace regfile.cpp:109]",244946435,0x800001b8,VMV_V_X,"SM 1 warp 0 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @244946435ns,1 [trace decode.cpp:157]",1
176,1,5,244946505,0x800001b4,REGEXT,"SM 1 warp 5 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @244946505ns,1 [trace decode.cpp:72]",244946495,0x8000018c,VADD_VV,"SM 1 warp 5 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000098 00000098 00000098 00000098 00000098 00000098 00000098 00000098 00000098 00000098 00000098 00000098 00000098 00000098 00000098 00000098 00000099 00000099 00000099 00000099 00000099 00000099 00000099 00000099 00000099 00000099 00000099 00000099 00000099 00000099 00000099 00000099}; s1=0 s2=5 s3=6 @244946495ns,1 [trace regfile.cpp:109]",244946515,0x800001b8,VMV_V_X,"SM 1 warp 5 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @244946515ns,1 [trace decode.cpp:157]",1
177,1,4,244946515,0x800001b4,REGEXT,"SM 1 warp 4 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @244946515ns,1 [trace decode.cpp:72]",244946505,0x8000018c,VADD_VV,"SM 1 warp 4 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000096 00000096 00000096 00000096 00000096 00000096 00000096 00000096 00000096 00000096 00000096 00000096 00000096 00000096 00000096 00000096 00000097 00000097 00000097 00000097 00000097 00000097 00000097 00000097 00000097 00000097 00000097 00000097 00000097 00000097 00000097 00000097}; s1=0 s2=5 s3=6 @244946505ns,1 [trace regfile.cpp:109]",244946525,0x800001b8,VMV_V_X,"SM 1 warp 4 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @244946525ns,1 [trace decode.cpp:157]",1
178,1,1,244946525,0x800001b4,REGEXT,"SM 1 warp 1 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @244946525ns,1 [trace decode.cpp:72]",244946515,0x8000018c,VADD_VV,"SM 1 warp 1 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000090 00000090 00000090 00000090 00000090 00000090 00000090 00000090 00000090 00000090 00000090 00000090 00000090 00000090 00000090 00000090 00000091 00000091 00000091 00000091 00000091 00000091 00000091 00000091 00000091 00000091 00000091 00000091 00000091 00000091 00000091 00000091}; s1=0 s2=5 s3=6 @244946515ns,1 [trace regfile.cpp:109]",244946535,0x800001b8,VMV_V_X,"SM 1 warp 1 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @244946535ns,1 [trace decode.cpp:157]",1
179,1,2,244946535,0x800001b4,REGEXT,"SM 1 warp 2 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @244946535ns,1 [trace decode.cpp:72]",244946525,0x8000018c,VADD_VV,"SM 1 warp 2 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={00000092 00000092 00000092 00000092 00000092 00000092 00000092 00000092 00000092 00000092 00000092 00000092 00000092 00000092 00000092 00000092 00000093 00000093 00000093 00000093 00000093 00000093 00000093 00000093 00000093 00000093 00000093 00000093 00000093 00000093 00000093 00000093}; s1=0 s2=5 s3=6 @244946525ns,1 [trace regfile.cpp:109]",244946545,0x800001b8,VMV_V_X,"SM 1 warp 2 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @244946545ns,1 [trace decode.cpp:157]",1
180,1,6,244946555,0x800001b4,REGEXT,"SM 1 warp 6 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @244946555ns,1 [trace decode.cpp:72]",244946545,0x8000018c,VADD_VV,"SM 1 warp 6 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009a 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b 0000009b}; s1=0 s2=5 s3=6 @244946545ns,1 [trace regfile.cpp:109]",244946565,0x800001b8,VMV_V_X,"SM 1 warp 6 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @244946565ns,1 [trace decode.cpp:157]",1
183,1,7,271862245,0x800001b4,REGEXT,"SM 1 warp 7 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @271862245ns,1 [trace decode.cpp:72]",271862235,0x8000018c,VADD_VV,"SM 1 warp 7 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ac 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad 000000ad}; s1=0 s2=5 s3=6 @271862235ns,1 [trace regfile.cpp:109]",271862255,0x800001b8,VMV_V_X,"SM 1 warp 7 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @271862255ns,1 [trace decode.cpp:157]",1
185,1,3,271862265,0x800001b4,REGEXT,"SM 1 warp 3 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @271862265ns,1 [trace decode.cpp:72]",271862255,0x8000018c,VADD_VV,"SM 1 warp 3 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a4 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5 000000a5}; s1=0 s2=5 s3=6 @271862255ns,1 [trace regfile.cpp:109]",271862275,0x800001b8,VMV_V_X,"SM 1 warp 3 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @271862275ns,1 [trace decode.cpp:157]",1
187,1,2,271862275,0x800001b4,REGEXT,"SM 1 warp 2 0x800001b4            REGEXT_0x0010200b REGEXT(s3,s2,s1,d)=0,0,0,1 @271862275ns,1 [trace decode.cpp:72]",271862265,0x8000018c,VADD_VV,"SM 1 warp 2 0x8000018c           VADD_VV_0x02500357 mask=FFFFFFFF WB v[006]={000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a2 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3 000000a3}; s1=0 s2=5 s3=6 @271862265ns,1 [trace regfile.cpp:109]",271862285,0x800001b8,VMV_V_X,"SM 1 warp 2 0x800001b8           VMV_V_X_0x5e024057 REGEXT(s3,s2,s1,d)=0,0,0,1 is used to set s3,s2,s1,d=32,0,4,32 @271862285ns,1 [trace decode.cpp:157]",1
