sm,block,warp_in_block,opcode,category,exec_count,stall_count,stall_sum_gap_ns,stall_mean_ns,stall_max_ns
0,3,4,VADD_VV_0x02658657,compute,8192,8192,694010,84.718017578125,90
0,3,5,VADD_VV_0x02658657,compute,8192,8192,694000,84.716796875,90
0,1,0,VADD_VV_0x02658657,compute,8192,8192,693980,84.71435546875,90
1,2,6,VADD_VV_0x02658657,compute,8192,8192,693670,84.676513671875,90
1,0,3,VADD_VV_0x02658657,compute,8192,8192,691430,84.403076171875,90
0,1,4,VADD_VV_0x02658657,compute,8192,8192,691280,84.384765625,90
1,0,0,VMADD_VX_0xa694e657,compute,8192,8192,655380,80.00244140625,100
1,0,3,VMADD_VX_0xa694e657,compute,8192,8192,655370,80.001220703125,90
0,3,3,VMADD_VX_0xa694e657,compute,8192,8192,655370,80.001220703125,90
1,0,1,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,1,2,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,1,1,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,0,2,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,0,6,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,0,4,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,0,5,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,1,6,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,1,3,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,1,5,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,1,4,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,0,7,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,1,7,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,1,0,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,2,3,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,2,6,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,2,5,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,2,2,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,2,4,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,2,0,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,2,7,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
1,2,1,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,3,4,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,3,6,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,3,7,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,3,2,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,3,5,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,3,0,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,3,1,VMADD_VX_0xa694e657,compute,8192,8192,655360,80.0,80
0,3,1,VSW12_V_0x00c1607b,mem,8192,8192,652380,79.63623046875,90
1,2,1,VSW12_V_0x00c1607b,mem,8192,8192,652160,79.609375,100
1,2,0,VSW12_V_0x00c1607b,mem,8192,8192,651990,79.588623046875,90
1,0,1,VSW12_V_0x00c1607b,mem,8192,8192,651970,79.586181640625,100
1,2,5,VSW12_V_0x00c1607b,mem,8192,8192,651940,79.58251953125,90
0,3,0,VSW12_V_0x00c1607b,mem,8192,8192,651870,79.573974609375,90
0,3,4,VSW12_V_0x00c1607b,mem,8192,8192,651760,79.560546875,90
0,3,6,VSW12_V_0x00c1607b,mem,8192,8192,651710,79.554443359375,90
0,3,5,VSW12_V_0x00c1607b,mem,8192,8192,651690,79.552001953125,90
1,2,4,VSW12_V_0x00c1607b,mem,8192,8192,651670,79.549560546875,100
0,3,3,VSW12_V_0x00c1607b,mem,8192,8192,651650,79.547119140625,100
0,1,6,VSW12_V_0x00c1607b,mem,8192,8192,651640,79.5458984375,80
1,0,0,VSW12_V_0x00c1607b,mem,8192,8192,651210,79.493408203125,100
0,3,7,VSW12_V_0x00c1607b,mem,8192,8192,651150,79.486083984375,90
1,2,6,VSW12_V_0x00c1607b,mem,8192,8192,651120,79.482421875,90
1,2,7,VSW12_V_0x00c1607b,mem,8192,8192,651100,79.47998046875,90
1,0,6,VSW12_V_0x00c1607b,mem,8192,8192,650960,79.462890625,100
1,2,2,VSW12_V_0x00c1607b,mem,8192,8192,650940,79.46044921875,100
0,3,2,VSW12_V_0x00c1607b,mem,8192,8192,650940,79.46044921875,90
0,1,7,VSW12_V_0x00c1607b,mem,8192,8192,650910,79.456787109375,90
1,0,7,VSW12_V_0x00c1607b,mem,8192,8192,650790,79.442138671875,90
0,1,5,VSW12_V_0x00c1607b,mem,8192,8192,650750,79.437255859375,90
0,1,1,VSW12_V_0x00c1607b,mem,8192,8192,650710,79.432373046875,90
1,0,4,VSW12_V_0x00c1607b,mem,8192,8192,650710,79.432373046875,90
1,2,3,VSW12_V_0x00c1607b,mem,8192,8192,650660,79.42626953125,90
0,1,2,VSW12_V_0x00c1607b,mem,8192,8192,650540,79.41162109375,90
0,1,0,VSW12_V_0x00c1607b,mem,8192,8192,650420,79.39697265625,90
1,0,3,VSW12_V_0x00c1607b,mem,8192,8192,650330,79.385986328125,90
1,0,2,VSW12_V_0x00c1607b,mem,8192,8192,650320,79.384765625,100
0,1,4,VSW12_V_0x00c1607b,mem,8192,8192,649970,79.342041015625,90
1,0,5,VSW12_V_0x00c1607b,mem,8192,8192,649790,79.320068359375,90
0,1,3,VSW12_V_0x00c1607b,mem,8192,8192,649140,79.24072265625,90
1,0,1,VMV_V_X_0x5e004657,compute,8192,8192,579640,70.7568359375,80
0,3,3,VMV_V_X_0x5e004657,compute,8192,8192,579220,70.70556640625,80
0,1,2,VMV_V_X_0x5e004657,compute,8192,8192,578640,70.634765625,80
1,2,2,VMV_V_X_0x5e004657,compute,8192,8192,577420,70.48583984375,80
1,2,3,VMV_V_X_0x5e004657,compute,8192,8192,577320,70.4736328125,80
0,1,3,VMV_V_X_0x5e004657,compute,8192,8192,576840,70.4150390625,80
0,1,0,VMV_V_X_0x5e004657,compute,8192,8192,576760,70.4052734375,80
0,3,2,VMV_V_X_0x5e004657,compute,8192,8192,576420,70.36376953125,80
0,3,0,VMV_V_X_0x5e004657,compute,8192,8192,576290,70.347900390625,4470
1,0,3,VMV_V_X_0x5e004657,compute,8192,8192,576040,70.3173828125,80
0,1,5,VMV_V_X_0x5e004657,compute,8192,8192,575900,70.30029296875,80
1,2,4,VMV_V_X_0x5e004657,compute,8192,8192,575560,70.2587890625,80
1,0,4,VMV_V_X_0x5e004657,compute,8192,8192,574980,70.18798828125,80
0,3,4,VMV_V_X_0x5e004657,compute,8192,8192,574980,70.18798828125,80
1,0,2,VMV_V_X_0x5e004657,compute,8192,8192,574180,70.09033203125,80
0,3,5,VMV_V_X_0x5e004657,compute,8192,8192,574140,70.08544921875,80
1,2,1,VMV_V_X_0x5e004657,compute,8192,8192,573720,70.0341796875,80
1,2,5,VMV_V_X_0x5e004657,compute,8192,8192,573160,69.9658203125,80
0,3,1,VMV_V_X_0x5e004657,compute,8192,8192,572740,69.91455078125,80
1,0,6,VMV_V_X_0x5e004657,compute,8192,8192,572700,69.90966796875,80
1,0,0,VMV_V_X_0x5e004657,compute,8192,8192,571900,69.81201171875,80
1,2,0,VMV_V_X_0x5e004657,compute,8192,8192,571320,69.7412109375,80
0,1,1,VMV_V_X_0x5e004657,compute,8192,8192,570980,69.69970703125,80
1,0,7,VMV_V_X_0x5e004657,compute,8192,8192,570840,69.6826171875,80
0,3,6,VMV_V_X_0x5e004657,compute,8192,8192,570400,69.62890625,80
0,1,4,VMV_V_X_0x5e004657,compute,8192,8192,570120,69.5947265625,80
0,1,7,VMV_V_X_0x5e004657,compute,8192,8192,570040,69.5849609375,80
1,2,7,VMV_V_X_0x5e004657,compute,8192,8192,569560,69.5263671875,80
1,2,6,VMV_V_X_0x5e004657,compute,8192,8192,569460,69.51416015625,80
0,1,6,VMV_V_X_0x5e004657,compute,8192,8192,568240,69.365234375,80
0,3,7,VMV_V_X_0x5e004657,compute,8192,8192,567660,69.29443359375,80
1,0,5,VMV_V_X_0x5e004657,compute,8192,8192,567240,69.2431640625,80
1,0,1,VADD12_VI_0x0105858b,compute,8192,8192,378600,46.2158203125,80
0,3,2,VADD12_VI_0x0105858b,compute,8192,8192,375440,45.830078125,80
1,2,2,VADD12_VI_0x0105858b,compute,8192,8192,375040,45.78125,80
0,1,3,VADD12_VI_0x0105858b,compute,8192,8192,374700,45.73974609375,80
0,3,1,VADD12_VI_0x0105858b,compute,8192,8192,374520,45.7177734375,80
0,1,1,VADD12_VI_0x0105858b,compute,8192,8192,374500,45.71533203125,80
1,0,0,VADD12_VI_0x0105858b,compute,8192,8192,374020,45.65673828125,80
0,1,0,VADD_VX_0x02c6c657,compute,8192,8192,373010,45.533447265625,60
1,0,4,VADD12_VI_0x0105858b,compute,8192,8192,372880,45.517578125,80
1,2,0,VADD12_VI_0x0105858b,compute,8192,8192,372520,45.4736328125,80
0,3,3,VADD12_VI_0x0105858b,compute,8192,8192,372250,45.440673828125,80
1,2,1,VADD12_VI_0x0105858b,compute,8192,8192,371020,45.29052734375,80
0,1,5,VADD12_VI_0x0105858b,compute,8192,8192,370960,45.283203125,80
1,2,3,VADD12_VI_0x0105858b,compute,8192,8192,370820,45.26611328125,80
0,1,1,VADD_VX_0x02c6c657,compute,8192,8192,370630,45.242919921875,70
0,1,0,VADD12_VI_0x0105858b,compute,8192,8192,370200,45.1904296875,80
0,3,6,VADD12_VI_0x0105858b,compute,8192,8192,369960,45.1611328125,80
1,0,5,VADD12_VI_0x0105858b,compute,8192,8192,369700,45.12939453125,80
1,0,7,VADD12_VI_0x0105858b,compute,8192,8192,369260,45.07568359375,80
1,0,3,VADD_VX_0x02c6c657,compute,8192,8192,369250,45.074462890625,60
1,2,6,VADD_VX_0x02c6c657,compute,8192,8192,368460,44.97802734375,60
1,2,1,VADD_VX_0x02c6c657,compute,8192,8192,368420,44.97314453125,60
1,2,7,VADD_VX_0x02c6c657,compute,8192,8192,368360,44.9658203125,60
0,1,6,VADD12_VI_0x0105858b,compute,8192,8192,368300,44.95849609375,80
1,0,0,VADD_VX_0x02c6c657,compute,8192,8192,368080,44.931640625,60
1,0,7,VADD_VX_0x02c6c657,compute,8192,8192,368050,44.927978515625,60
0,3,0,VADD12_VI_0x0105858b,compute,8192,8192,367980,44.91943359375,80
1,2,3,VADD_VX_0x02c6c657,compute,8192,8192,367910,44.910888671875,800
0,3,7,VADD_VX_0x02c6c657,compute,8192,8192,367910,44.910888671875,60
1,0,1,VADD_VX_0x02c6c657,compute,8192,8192,367810,44.898681640625,60
0,3,0,VADD_VX_0x02c6c657,compute,8192,8192,367750,44.891357421875,60
1,0,6,VADD_VX_0x02c6c657,compute,8192,8192,367720,44.8876953125,60
0,3,2,VADD_VX_0x02c6c657,compute,8192,8192,367560,44.8681640625,60
1,2,2,VADD_VX_0x02c6c657,compute,8192,8192,367530,44.864501953125,60
0,3,4,VADD_VX_0x02c6c657,compute,8192,8192,367410,44.849853515625,60
0,3,3,VADD_VX_0x02c6c657,compute,8192,8192,367300,44.83642578125,60
0,3,1,VADD_VX_0x02c6c657,compute,8192,8192,367270,44.832763671875,60
1,0,4,VADD_VX_0x02c6c657,compute,8192,8192,367070,44.808349609375,60
0,1,7,VADD_VX_0x02c6c657,compute,8192,8192,366970,44.796142578125,60
0,3,5,VADD_VX_0x02c6c657,compute,8192,8192,366950,44.793701171875,60
1,2,0,VADD_VX_0x02c6c657,compute,8192,8192,366870,44.783935546875,60
0,3,6,VADD_VX_0x02c6c657,compute,8192,8192,366730,44.766845703125,60
1,0,2,VADD_VX_0x02c6c657,compute,8192,8192,366690,44.761962890625,60
1,0,2,VADD12_VI_0x0105858b,compute,8192,8192,366640,44.755859375,80
0,1,4,VADD_VX_0x02c6c657,compute,8192,8192,366620,44.75341796875,60
1,2,4,VADD_VX_0x02c6c657,compute,8192,8192,366620,44.75341796875,60
0,1,3,VADD_VX_0x02c6c657,compute,8192,8192,366100,44.68994140625,60
0,1,2,VADD12_VI_0x0105858b,compute,8192,8192,366040,44.6826171875,80
1,2,7,VADD12_VI_0x0105858b,compute,8192,8192,365940,44.67041015625,80
1,2,6,VADD12_VI_0x0105858b,compute,8192,8192,365840,44.658203125,80
0,1,5,VADD_VX_0x02c6c657,compute,8192,8192,365770,44.649658203125,60
0,1,2,VADD_VX_0x02c6c657,compute,8192,8192,365700,44.64111328125,60
1,2,5,VADD_VX_0x02c6c657,compute,8192,8192,365540,44.62158203125,60
0,3,7,VADD12_VI_0x0105858b,compute,8192,8192,365090,44.566650390625,80
1,2,4,VADD12_VI_0x0105858b,compute,8192,8192,364600,44.5068359375,80
1,0,5,VADD_VX_0x02c6c657,compute,8192,8192,364330,44.473876953125,60
0,1,6,VADD_VX_0x02c6c657,compute,8192,8192,364110,44.447021484375,60
0,1,7,VADD12_VI_0x0105858b,compute,8192,8192,363960,44.4287109375,80
1,2,5,VADD12_VI_0x0105858b,compute,8192,8192,363340,44.35302734375,80
0,3,4,VADD12_VI_0x0105858b,compute,8192,8192,362360,44.2333984375,80
1,0,6,VADD12_VI_0x0105858b,compute,8192,8192,362340,44.23095703125,80
0,3,5,VADD12_VI_0x0105858b,compute,8192,8192,361500,44.12841796875,80
0,1,4,VADD12_VI_0x0105858b,compute,8192,8192,360460,44.00146484375,80
1,0,3,VADD12_VI_0x0105858b,compute,8192,8192,355680,43.41796875,80
0,1,2,VADD_VX_0x02c64657,compute,8192,8192,328660,40.11962890625,1020
0,1,1,VADD_VX_0x02c64657,compute,8192,8192,327980,40.03662109375,340
1,2,1,VADD_VX_0x02c64657,compute,8192,8192,327740,40.00732421875,50
0,3,0,VADD_VX_0x02c64657,compute,8192,8192,327740,40.00732421875,50
1,2,4,VADD_VX_0x02c64657,compute,8192,8192,327730,40.006103515625,50
1,2,7,VADD_VX_0x02c64657,compute,8192,8192,327730,40.006103515625,50
0,3,1,VADD_VX_0x02c64657,compute,8192,8192,327730,40.006103515625,50
1,2,5,VADD_VX_0x02c64657,compute,8192,8192,327720,40.0048828125,50
0,3,4,VADD_VX_0x02c64657,compute,8192,8192,327720,40.0048828125,50
0,3,2,VADD_VX_0x02c64657,compute,8192,8192,327720,40.0048828125,50
1,0,2,VADD_VX_0x02c64657,compute,8192,8192,327700,40.00244140625,50
1,0,3,VADD_VX_0x02c64657,compute,8192,8192,327700,40.00244140625,60
1,2,3,VADD_VX_0x02c64657,compute,8192,8192,327700,40.00244140625,50
1,2,2,VADD_VX_0x02c64657,compute,8192,8192,327700,40.00244140625,50
0,3,6,VADD_VX_0x02c64657,compute,8192,8192,327700,40.00244140625,50
0,1,6,VADD_VX_0x02c64657,compute,8192,8192,327690,40.001220703125,50
1,2,6,VADD_VX_0x02c64657,compute,8192,8192,327690,40.001220703125,50
0,3,3,VADD_VX_0x02c64657,compute,8192,8192,327690,40.001220703125,50
0,3,7,VADD_VX_0x02c64657,compute,8192,8192,327690,40.001220703125,50
0,3,5,VADD_VX_0x02c64657,compute,8192,8192,327690,40.001220703125,50
1,0,1,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
1,0,6,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
1,0,4,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
1,0,5,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
1,0,0,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
0,1,3,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
0,1,5,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
0,1,4,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
1,0,7,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
0,1,7,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
0,1,0,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
1,2,0,VADD_VX_0x02c64657,compute,8192,8192,327680,40.0,40
1,0,4,LW,mem,1080,1080,169580,157.0185185185185,18290
0,1,4,LW,mem,1080,1080,169130,156.60185185185185,18050
0,1,3,LW,mem,1080,1080,167880,155.44444444444446,16550
1,0,3,LW,mem,1080,1080,164110,151.9537037037037,16310
1,0,5,LW,mem,1080,1080,163900,151.75925925925927,18050
0,1,6,LW,mem,1080,1080,161610,149.63888888888889,16250
0,1,5,LW,mem,1080,1080,159500,147.6851851851852,18050
1,0,7,LW,mem,1080,1080,158090,146.37962962962962,15520
0,1,0,LW,mem,1080,1080,158030,146.32407407407408,12930
1,0,6,LW,mem,1080,1080,157330,145.67592592592592,16430
0,1,7,LW,mem,1080,1080,155440,143.92592592592592,11280
0,3,7,LW,mem,1080,1080,154010,142.60185185185185,19810
0,3,6,LW,mem,1080,1080,152380,141.09259259259258,20030
1,2,5,LW,mem,1080,1080,150700,139.53703703703704,15000
1,2,1,LW,mem,1080,1080,148840,137.8148148148148,21500
1,2,2,LW,mem,1080,1080,148240,137.25925925925927,16050
1,0,0,LW,mem,1080,1080,148230,137.25,7000
1,2,7,LW,mem,1080,1080,146540,135.6851851851852,15350
1,2,4,LW,mem,1080,1080,146530,135.67592592592592,16050
0,3,5,LW,mem,1080,1080,146400,135.55555555555554,19370
0,3,0,LW,mem,1080,1080,143360,132.74074074074073,18360
0,3,1,LW,mem,1080,1080,140940,130.5,19410
0,3,2,LW,mem,1080,1080,139770,129.41666666666666,18360
0,1,2,LW,mem,1080,1080,139300,128.9814814814815,17440
0,1,1,LW,mem,1080,1080,138230,127.99074074074075,17500
1,0,2,LW,mem,1080,1080,136700,126.57407407407408,17500
1,0,1,LW,mem,1080,1080,134110,124.17592592592592,17500
1,2,0,LW,mem,1080,1080,126160,116.81481481481481,5630
1,2,6,LW,mem,1080,1080,125310,116.02777777777777,8840
0,3,3,LW,mem,1080,1080,123260,114.12962962962963,10670
1,2,3,LW,mem,1080,1080,115750,107.17592592592592,9640
0,3,4,LW,mem,1080,1080,112290,103.97222222222223,5410
1,2,6,LUI,addr,513,513,34100,66.47173489278752,9940
1,2,3,LUI,addr,513,513,33720,65.73099415204679,10730
0,1,1,LUI,addr,513,513,31760,61.91033138401559,8010
0,1,2,LUI,addr,513,513,31580,61.55945419103314,7930
0,3,4,SW,mem,15,15,30780,2052.0,19770
1,0,5,VSLL_VI_0x969134d7,mem,256,256,28180,110.078125,140
1,0,4,VSLL_VI_0x969134d7,mem,256,256,27580,107.734375,140
0,1,5,VSLL_VI_0x969134d7,mem,256,256,27020,105.546875,140
0,1,6,VSLL_VI_0x969134d7,mem,256,256,26700,104.296875,140
1,0,4,VMV_V_X_0x5e02c557,compute,512,512,25980,50.7421875,110
1,0,5,VMV_V_X_0x5e02c557,compute,512,512,25860,50.5078125,110
1,0,1,VMV_V_X_0x5e02c557,compute,512,512,25800,50.390625,110
1,0,6,VMV_V_X_0x5e02c557,compute,512,512,25800,50.390625,110
0,3,1,VMV_V_X_0x5e02c557,compute,512,512,25760,50.3125,110
1,0,0,VMV_V_X_0x5e02c557,compute,512,512,25720,50.234375,110
0,3,1,VSLL_VI_0x969134d7,mem,256,256,25720,100.46875,140
1,2,2,VMV_V_X_0x5e02c557,compute,512,512,25710,50.21484375,110
1,2,3,VMV_V_X_0x5e02c557,compute,512,512,25630,50.05859375,110
0,3,2,VMV_V_X_0x5e02c557,compute,512,512,25620,50.0390625,110
1,2,5,VMV_V_X_0x5e02c557,compute,512,512,25600,50.0,110
0,1,2,VSLL_VI_0x969134d7,mem,256,256,25600,100.0,140
0,3,5,VMV_V_X_0x5e02c557,compute,512,512,25580,49.9609375,110
0,1,4,VMV_V_X_0x5e02c557,compute,512,512,25530,49.86328125,110
0,1,3,VMV_V_X_0x5e02c557,compute,512,512,25510,49.82421875,90
1,2,4,VMV_V_X_0x5e02c557,compute,512,512,25510,49.82421875,110
1,2,0,VMV_V_X_0x5e02c557,compute,512,512,25450,49.70703125,110
0,1,2,VMV_V_X_0x5e02c557,compute,512,512,25420,49.6484375,90
1,0,3,VMV_V_X_0x5e02c557,compute,512,512,25420,49.6484375,90
0,3,0,VMV_V_X_0x5e02c557,compute,512,512,25390,49.58984375,110
0,3,6,VSLL_VI_0x969134d7,mem,256,256,25380,99.140625,140
1,2,7,VSLL_VI_0x969134d7,mem,256,256,25320,98.90625,140
0,3,3,VMV_V_X_0x5e02c557,compute,512,512,25310,49.43359375,110
1,2,1,VMV_V_X_0x5e02c557,compute,512,512,25300,49.4140625,110
0,3,4,VSLL_VI_0x969134d7,mem,256,256,25300,98.828125,140
0,3,6,VMV_V_X_0x5e02c557,compute,512,512,25290,49.39453125,110
1,0,7,VMV_V_X_0x5e02c557,compute,512,512,25280,49.375,110
0,3,4,VMV_V_X_0x5e02c557,compute,512,512,25280,49.375,110
0,1,7,VSLL_VI_0x969134d7,mem,256,256,25280,98.75,140
1,2,1,VSLL_VI_0x969134d7,mem,256,256,25260,98.671875,140
1,0,2,LUI,addr,513,513,25220,49.161793372319686,2420
1,2,7,VMV_V_X_0x5e02c557,compute,512,512,25140,49.1015625,110
1,2,0,VSLL_VI_0x969134d7,mem,256,256,25120,98.125,140
1,2,6,VMV_V_X_0x5e02c557,compute,512,512,25110,49.04296875,110
0,3,3,VSLL_VI_0x969134d7,mem,256,256,25080,97.96875,140
0,1,5,VMV_V_X_0x5e02c557,compute,512,512,25070,48.96484375,90
1,2,6,VSLL_VI_0x969134d7,mem,256,256,25060,97.890625,140
0,1,0,VMV_V_X_0x5e02c557,compute,512,512,24970,48.76953125,110
1,2,2,VSLL_VI_0x969134d7,mem,256,256,24960,97.5,140
0,1,6,VMV_V_X_0x5e02c557,compute,512,512,24890,48.61328125,110
0,3,7,VMV_V_X_0x5e02c557,compute,512,512,24830,48.49609375,110
0,3,4,LUI,addr,513,513,24820,48.382066276803116,1300
1,2,3,VSLL_VI_0x969134d7,mem,256,256,24820,96.953125,140
0,3,6,LUI,addr,513,513,24780,48.30409356725146,1210
1,0,3,VSLL_VI_0x969134d7,mem,256,256,24780,96.796875,140
0,3,7,LUI,addr,513,513,24740,48.226120857699804,1810
1,2,5,VSLL_VI_0x969134d7,mem,256,256,24740,96.640625,140
0,3,7,VSLL_VI_0x969134d7,mem,256,256,24740,96.640625,140
0,1,4,VSLL_VI_0x969134d7,mem,256,256,24680,96.40625,140
1,0,2,VSLL_VI_0x969134d7,mem,256,256,24600,96.09375,140
0,1,3,VSLL_VI_0x969134d7,mem,256,256,24600,96.09375,140
0,3,5,VSLL_VI_0x969134d7,mem,256,256,24540,95.859375,140
1,0,1,LUI,addr,513,513,24530,47.81676413255361,1560
0,1,1,VMV_V_X_0x5e02c557,compute,512,512,24500,47.8515625,110
0,3,0,VSLL_VI_0x969134d7,mem,256,256,24480,95.625,140
0,3,2,VSLL_VI_0x969134d7,mem,256,256,24440,95.46875,140
1,0,6,LUI,addr,513,513,24400,47.56335282651072,1170
1,2,4,VSLL_VI_0x969134d7,mem,256,256,24400,95.3125,140
0,1,7,VMV_V_X_0x5e02c557,compute,512,512,24350,47.55859375,110
1,0,5,VADD_VX_0x024046d7,compute,8192,8192,24140,2.94677734375,10
1,0,6,VSLL_VI_0x969134d7,mem,256,256,24060,93.984375,140
1,0,7,VSLL_VI_0x969134d7,mem,256,256,23760,92.8125,140
0,3,3,LUI,addr,513,513,23570,45.94541910331384,350
1,0,5,LUI,addr,513,513,23480,45.76998050682261,60
1,0,1,VSLL_VI_0x969134d7,mem,256,256,23460,91.640625,140
1,0,2,VMV_V_X_0x5e02c557,compute,512,512,23440,45.78125,90
0,1,6,LUI,addr,513,513,23410,45.63352826510721,340
1,0,0,VSLL_VI_0x969134d7,mem,256,256,23260,90.859375,140
0,1,7,LUI,addr,513,513,23240,45.30214424951267,60
0,1,5,LUI,addr,513,513,23230,45.28265107212476,60
0,1,4,LUI,addr,513,513,23230,45.28265107212476,60
1,0,4,LUI,addr,513,513,23150,45.12670565302144,60
1,2,2,LUI,addr,513,513,23080,44.99025341130604,60
1,2,0,LUI,addr,513,513,23060,44.95126705653021,60
1,2,1,LUI,addr,513,513,23050,44.9317738791423,60
0,3,0,LUI,addr,513,513,23020,44.87329434697856,60
1,2,7,LUI,addr,513,513,23010,44.853801169590646,60
1,2,5,LUI,addr,513,513,22980,44.7953216374269,60
0,3,1,LUI,addr,513,513,22970,44.77582846003899,60
1,2,4,LUI,addr,513,513,22960,44.75633528265107,60
0,3,5,LUI,addr,513,513,22940,44.71734892787524,60
1,0,7,LUI,addr,513,513,22910,44.6588693957115,60
0,3,2,LUI,addr,513,513,22900,44.639376218323584,60
0,1,1,VSLL_VI_0x969134d7,mem,256,256,22900,89.453125,140
0,1,0,VSLL_VI_0x969134d7,mem,256,256,22900,89.453125,140
0,1,3,LUI,addr,513,513,22870,44.580896686159846,60
0,1,0,LUI,addr,513,513,22860,44.56140350877193,60
1,0,1,VADD_VV_0x029384d7,compute,256,256,22840,89.21875,120
1,0,0,LUI,addr,513,513,22810,44.46393762183236,60
0,1,1,VADD_VV_0x029384d7,compute,256,256,22680,88.59375,120
0,3,6,VADD_VX_0x024046d7,compute,8192,8192,22660,2.76611328125,100
1,0,3,LUI,addr,513,513,22640,44.13255360623781,60
1,0,0,VADD_VV_0x029384d7,compute,256,256,22520,87.96875,120
0,1,4,VADD_VX_0x024046d7,compute,8192,8192,22380,2.73193359375,10
0,1,0,VADD_VV_0x029384d7,compute,256,256,22280,87.03125,120
0,3,2,VADD_VV_0x029384d7,compute,256,256,22280,87.03125,120
1,2,6,VADD_VX_0x024046d7,compute,8192,8192,22240,2.71484375,10
0,3,7,VADD_VX_0x024046d7,compute,8192,8192,22180,2.70751953125,10
1,0,2,VADD_VV_0x029384d7,compute,256,256,22160,86.5625,120
0,3,0,VADD_VV_0x029384d7,compute,256,256,22120,86.40625,120
1,2,2,VADD_VV_0x029384d7,compute,256,256,22080,86.25,120
1,2,4,VADD_VV_0x029384d7,compute,256,256,22000,85.9375,120
1,0,6,VADD_VV_0x029384d7,compute,256,256,21960,85.78125,120
0,1,6,VADD_VV_0x029384d7,compute,256,256,21960,85.78125,120
1,2,6,VADD_VV_0x029384d7,compute,256,256,21880,85.46875,120
0,3,7,VADD_VV_0x029384d7,compute,256,256,21880,85.46875,120
0,1,7,VADD_VV_0x029384d7,compute,256,256,21840,85.3125,120
1,0,0,VADD_VX_0x024046d7,compute,8192,8192,21800,2.6611328125,10
0,3,5,VADD_VV_0x029384d7,compute,256,256,21800,85.15625,120
0,1,3,VADD_VV_0x029384d7,compute,256,256,21760,85.0,120
1,2,5,VADD_VV_0x029384d7,compute,256,256,21680,84.6875,120
1,2,0,VADD_VV_0x029384d7,compute,256,256,21680,84.6875,120
0,3,5,VADD_VX_0x024046d7,compute,8192,8192,21670,2.645263671875,10
1,2,7,VADD_VV_0x029384d7,compute,256,256,21640,84.53125,120
0,1,2,VADD_VV_0x029384d7,compute,256,256,21600,84.375,120
1,2,3,VADD_VV_0x029384d7,compute,256,256,21600,84.375,120
0,3,6,VADD_VV_0x029384d7,compute,256,256,21600,84.375,120
1,2,7,VADD_VX_0x024046d7,compute,8192,8192,21530,2.628173828125,10
0,1,7,VADD_VX_0x024046d7,compute,8192,8192,21520,2.626953125,10
1,2,1,VADD_VV_0x029384d7,compute,256,256,21520,84.0625,120
0,3,4,VADD_VV_0x029384d7,compute,256,256,21520,84.0625,120
0,3,3,VADD_VV_0x029384d7,compute,256,256,21520,84.0625,120
