warp,inst_type,count,warp_total,warp_ratio,global_ratio,preference
2,SW,13,11313065,1.1491138785112611e-06,1.1491132182802875e-06,1.0000005745569394
2,VLW_V,5,11313065,4.4196687635048506e-07,4.419666224154952e-07,1.0000005745569394
2,SETRPC,1249356,11313065,0.11043479375394731,0.11043473030290668,1.0000005745569394
2,VBEQ,1179656,11313065,0.10427377549762155,0.10427371558643468,1.0000005745569394
2,JOIN,100388,11313065,0.0088736341566145,0.008873629058209346,1.0000005745569394
2,VBLT,67650,11313065,0.005979811837022063,0.00597980840128165,1.0000005745569394
2,BGE,1057,11313065,9.343179766049254e-05,9.343174397863569e-05,1.0000005745569394
2,VSLL_VI,66564,11313065,0.005883816631478737,0.005883813250893004,1.0000005745569394
2,VMSLT_VX,133120,11313065,0.011766926115955314,0.011766919355190144,1.0000005745569394
2,VAND_VV,66560,11313065,0.005883463057977657,0.005883459677595072,1.0000005745569394
2,VLW12_V,2228224,11313065,0.19696024021783665,0.19696012705302887,1.0000005745569394
2,VSW12_V,66560,11313065,0.005883463057977657,0.005883459677595072,1.0000005745569394
2,VADD12_VI,558112,11313065,0.04933340345874438,0.04933337511391137,1.0000005745569394
7,LW,135220,11313065,0.011952552204022518,0.011952545336604652,1.0000005745569394
7,SW,13,11313065,1.1491138785112611e-06,1.1491132182802875e-06,1.0000005745569394
7,VLW_V,5,11313065,4.4196687635048506e-07,4.419666224154952e-07,1.0000005745569394
7,SETRPC,1249356,11313065,0.11043479375394731,0.11043473030290668,1.0000005745569394
7,VBEQ,1179656,11313065,0.10427377549762155,0.10427371558643468,1.0000005745569394
7,JOIN,100388,11313065,0.0088736341566145,0.008873629058209346,1.0000005745569394
7,VBLT,67650,11313065,0.005979811837022063,0.00597980840128165,1.0000005745569394
7,BGE,1057,11313065,9.343179766049254e-05,9.343174397863569e-05,1.0000005745569394
7,VSLL_VI,66564,11313065,0.005883816631478737,0.005883813250893004,1.0000005745569394
7,VMSLT_VX,133120,11313065,0.011766926115955314,0.011766919355190144,1.0000005745569394
7,VAND_VV,66560,11313065,0.005883463057977657,0.005883459677595072,1.0000005745569394
7,VLW12_V,2228224,11313065,0.19696024021783665,0.19696012705302887,1.0000005745569394
7,VSW12_V,66560,11313065,0.005883463057977657,0.005883459677595072,1.0000005745569394
7,VADD12_VI,558112,11313065,0.04933340345874438,0.04933337511391137,1.0000005745569394
2,AUIPC,624684,11313065,0.05521792723722528,0.055217895511400245,1.0000005745569391
2,ADDI,524322,11313065,0.0463465913083678,0.04634656467962746,1.0000005745569391
2,VSETVLI,1,11313065,8.839337527009701e-08,8.839332448309905e-08,1.0000005745569391
2,LUI,67585,11313065,0.005974066267629506,0.005974062835190249,1.0000005745569391
2,CSRRS,18,11313065,1.591080754861746e-06,1.5910798406957828e-06,1.0000005745569391
2,MUL,3,11313065,2.65180125810291e-07,2.6517997344929714e-07,1.0000005745569391
2,ADD,2,11313065,1.7678675054019402e-07,1.767866489661981e-07,1.0000005745569391
2,BEQ,1,11313065,8.839337527009701e-08,8.839332448309905e-08,1.0000005745569391
2,CSRRW,2,11313065,1.7678675054019402e-07,1.767866489661981e-07,1.0000005745569391
2,JALR,12,11313065,1.060720503241164e-06,1.0607198937971886e-06,1.0000005745569391
2,VMV_V_X,726128,11313065,0.064184904798125,0.06418486792026375,1.0000005745569391
2,VSW_V,3,11313065,2.65180125810291e-07,2.6517997344929714e-07,1.0000005745569391
2,JAL,1186008,11313065,0.10483525021733721,0.10483518998355133,1.0000005745569391
2,VADD_VX,623622,11313065,0.055124053472688436,0.05512402180079919,1.0000005745569391
2,VBNE,2050,11313065,0.00018120641930369886,0.00018120631519035304,1.0000005745569391
2,VID_V,2,11313065,1.7678675054019402e-07,1.767866489661981e-07,1.0000005745569391
2,VREMU_VX,2,11313065,1.7678675054019402e-07,1.767866489661981e-07,1.0000005745569391
2,VDIVU_VX,1,11313065,8.839337527009701e-08,8.839332448309905e-08,1.0000005745569391
2,VADD_VV,624675,11313065,0.055217131696847846,0.055217099971479895,1.0000005745569391
2,VMUL_VX,64,11313065,5.6571760172862086e-06,5.657172766918339e-06,1.0000005745569391
2,VMADD_VX,32768,11313065,0.002896474120850539,0.0028964724566621896,1.0000005745569391
2,VFMADD_VV,524288,11313065,0.04634358593360862,0.046343559306595034,1.0000005745569391
2,VADD_VI,524288,11313065,0.04634358593360862,0.046343559306595034,1.0000005745569391
2,ENDPRG,1,11313065,8.839337527009701e-08,8.839332448309905e-08,1.0000005745569391
7,AUIPC,624684,11313065,0.05521792723722528,0.055217895511400245,1.0000005745569391
7,ADDI,524322,11313065,0.0463465913083678,0.04634656467962746,1.0000005745569391
7,VSETVLI,1,11313065,8.839337527009701e-08,8.839332448309905e-08,1.0000005745569391
7,LUI,67585,11313065,0.005974066267629506,0.005974062835190249,1.0000005745569391
7,CSRRS,18,11313065,1.591080754861746e-06,1.5910798406957828e-06,1.0000005745569391
7,MUL,3,11313065,2.65180125810291e-07,2.6517997344929714e-07,1.0000005745569391
7,ADD,2,11313065,1.7678675054019402e-07,1.767866489661981e-07,1.0000005745569391
7,BEQ,1,11313065,8.839337527009701e-08,8.839332448309905e-08,1.0000005745569391
7,CSRRW,2,11313065,1.7678675054019402e-07,1.767866489661981e-07,1.0000005745569391
7,JALR,12,11313065,1.060720503241164e-06,1.0607198937971886e-06,1.0000005745569391
7,VMV_V_X,726128,11313065,0.064184904798125,0.06418486792026375,1.0000005745569391
7,VSW_V,3,11313065,2.65180125810291e-07,2.6517997344929714e-07,1.0000005745569391
7,JAL,1186008,11313065,0.10483525021733721,0.10483518998355133,1.0000005745569391
7,VADD_VX,623622,11313065,0.055124053472688436,0.05512402180079919,1.0000005745569391
7,VBNE,2050,11313065,0.00018120641930369886,0.00018120631519035304,1.0000005745569391
7,VID_V,2,11313065,1.7678675054019402e-07,1.767866489661981e-07,1.0000005745569391
7,VREMU_VX,2,11313065,1.7678675054019402e-07,1.767866489661981e-07,1.0000005745569391
7,VDIVU_VX,1,11313065,8.839337527009701e-08,8.839332448309905e-08,1.0000005745569391
7,VADD_VV,624675,11313065,0.055217131696847846,0.055217099971479895,1.0000005745569391
7,VMUL_VX,64,11313065,5.6571760172862086e-06,5.657172766918339e-06,1.0000005745569391
7,VMADD_VX,32768,11313065,0.002896474120850539,0.0028964724566621896,1.0000005745569391
7,VFMADD_VV,524288,11313065,0.04634358593360862,0.046343559306595034,1.0000005745569391
7,VADD_VI,524288,11313065,0.04634358593360862,0.046343559306595034,1.0000005745569391
7,ENDPRG,1,11313065,8.839337527009701e-08,8.839332448309905e-08,1.0000005745569391
0,SW,13,11313072,1.149113167493321e-06,1.1491132182802875e-06,0.9999999558033398
0,VLW_V,5,11313072,4.419666028820465e-07,4.419666224154952e-07,0.9999999558033398
0,SETRPC,1249356,11313072,0.11043472542206043,0.11043473030290668,0.9999999558033398
0,VBNE,2050,11313072,0.0001812063071816391,0.00018120631519035304,0.9999999558033398
0,VSLL_VI,66564,11313072,0.005883812990848109,0.005883813250893004,0.9999999558033398
0,VADD_VV,624675,11313072,0.05521709753106849,0.055217099971479895,0.9999999558033398
0,VMSLT_VX,133120,11313072,0.011766918835131607,0.011766919355190144,0.9999999558033398
0,VAND_VV,66560,11313072,0.005883459417565804,0.005883459677595072,0.9999999558033398
0,VLW12_V,2228224,11313072,0.19696011834804905,0.19696012705302887,0.9999999558033398
0,VSW12_V,66560,11313072,0.005883459417565804,0.005883459677595072,0.9999999558033398
0,VADD12_VI,558112,11313072,0.04933337293354095,0.04933337511391137,0.9999999558033398
0,AUIPC,624684,11313072,0.05521789307095367,0.055217895511400245,0.9999999558033397
0,ADDI,524322,11313072,0.046346562631264084,0.04634656467962746,0.9999999558033397
0,VSETVLI,1,11313072,8.839332057640931e-08,8.839332448309905e-08,0.9999999558033397
0,LUI,67585,11313072,0.005974062571156623,0.005974062835190249,0.9999999558033397
0,CSRRS,18,11313072,1.5910797703753675e-06,1.5910798406957828e-06,0.9999999558033397
0,MUL,3,11313072,2.6517996172922794e-07,2.6517997344929714e-07,0.9999999558033397
0,ADD,2,11313072,1.7678664115281862e-07,1.767866489661981e-07,0.9999999558033397
0,BEQ,1,11313072,8.839332057640931e-08,8.839332448309905e-08,0.9999999558033397
0,LW,135220,11313072,0.011952544808342066,0.011952545336604652,0.9999999558033397
0,CSRRW,2,11313072,1.7678664115281862e-07,1.767866489661981e-07,0.9999999558033397
0,JALR,12,11313072,1.0607198469169117e-06,1.0607198937971886e-06,0.9999999558033397
0,VSW_V,3,11313072,2.6517996172922794e-07,2.6517997344929714e-07,0.9999999558033397
0,VADD_VX,623622,11313072,0.05512401936450152,0.05512402180079919,0.9999999558033397
0,VBEQ,1179656,11313072,0.1042737109778847,0.10427371558643468,0.9999999558033397
0,VID_V,2,11313072,1.7678664115281862e-07,1.767866489661981e-07,0.9999999558033397
0,VREMU_VX,2,11313072,1.7678664115281862e-07,1.767866489661981e-07,0.9999999558033397
0,JOIN,100388,11313072,0.008873628666024577,0.008873629058209346,0.9999999558033397
0,VDIVU_VX,1,11313072,8.839332057640931e-08,8.839332448309905e-08,0.9999999558033397
0,VBLT,67650,11313072,0.005979808136994089,0.00597980840128165,0.9999999558033397
0,BGE,1057,11313072,9.343173984926464e-05,9.343174397863569e-05,0.9999999558033397
0,VMUL_VX,64,11313072,5.657172516890196e-06,5.657172766918339e-06,0.9999999558033397
0,VMADD_VX,32768,11313072,0.00289647232864778,0.0028964724566621896,0.9999999558033397
0,VFMADD_VV,524288,11313072,0.04634355725836448,0.046343559306595034,0.9999999558033397
0,VADD_VI,524288,11313072,0.04634355725836448,0.046343559306595034,0.9999999558033397
0,ENDPRG,1,11313072,8.839332057640931e-08,8.839332448309905e-08,0.9999999558033397
0,VMV_V_X,726128,11313072,0.06418486508350693,0.06418486792026375,0.9999999558033396
0,JAL,1186008,11313072,0.10483518535018604,0.10483518998355133,0.9999999558033396
4,VSLL_VI,66564,11313077,0.005883810390400419,0.005883813250893004,0.9999995138369518
4,CSRRS,18,11313077,1.5910790671715573e-06,1.5910798406957828e-06,0.9999995138369517
4,LW,135220,11313077,0.011952539525718777,0.011952545336604652,0.9999995138369517
4,SW,13,11313077,1.1491126596239025e-06,1.1491132182802875e-06,0.9999995138369517
4,VLW_V,5,11313077,4.419664075476548e-07,4.419666224154952e-07,0.9999995138369517
4,SETRPC,1249356,11313077,0.11043467661362157,0.11043473030290668,0.9999995138369517
4,VBEQ,1179656,11313077,0.10427366489240726,0.10427371558643468,0.9999995138369517
4,VBLT,67650,11313077,0.00597980549411977,0.00597980840128165,0.9999995138369517
4,BGE,1057,11313077,9.343169855557423e-05,9.343174397863569e-05,0.9999995138369517
4,VADD_VV,624675,11313077,0.055217073126966255,0.055217099971479895,0.9999995138369517
4,VMSLT_VX,133120,11313077,0.011766913634548761,0.011766919355190144,0.9999995138369517
4,VAND_VV,66560,11313077,0.0058834568172743806,0.005883459677595072,0.9999995138369517
4,VLW12_V,2228224,11313077,0.19696003129829312,0.19696012705302887,0.9999995138369517
4,VSW12_V,66560,11313077,0.0058834568172743806,0.005883459677595072,0.9999995138369517
4,VADD12_VI,558112,11313077,0.049333351129847346,0.04933337511391137,0.9999995138369517
4,AUIPC,624684,11313077,0.05521786866649984,0.055217895511400245,0.9999995138369516
4,ADDI,524322,11313077,0.04634654214764029,0.04634656467962746,0.9999995138369516
4,VSETVLI,1,11313077,8.839328150953097e-08,8.839332448309905e-08,0.9999995138369516
4,LUI,67585,11313077,0.00597405993082165,0.005974062835190249,0.9999995138369516
4,MUL,3,11313077,2.651798445285929e-07,2.6517997344929714e-07,0.9999995138369516
4,ADD,2,11313077,1.7678656301906193e-07,1.767866489661981e-07,0.9999995138369516
4,BEQ,1,11313077,8.839328150953097e-08,8.839332448309905e-08,0.9999995138369516
4,CSRRW,2,11313077,1.7678656301906193e-07,1.767866489661981e-07,0.9999995138369516
4,JALR,12,11313077,1.0607193781143715e-06,1.0607198937971886e-06,0.9999995138369516
4,VSW_V,3,11313077,2.651798445285929e-07,2.6517997344929714e-07,0.9999995138369516
4,JAL,1186008,11313077,0.10483513901655579,0.10483518998355133,0.9999995138369516
4,VADD_VX,623622,11313077,0.05512399500153672,0.05512402180079919,0.9999995138369516
4,VBNE,2050,11313077,0.00018120622709453846,0.00018120631519035304,0.9999995138369516
4,VID_V,2,11313077,1.7678656301906193e-07,1.767866489661981e-07,0.9999995138369516
4,VREMU_VX,2,11313077,1.7678656301906193e-07,1.767866489661981e-07,0.9999995138369516
4,JOIN,100388,11313077,0.008873624744178793,0.008873629058209346,0.9999995138369516
4,VDIVU_VX,1,11313077,8.839328150953097e-08,8.839332448309905e-08,0.9999995138369516
4,VMUL_VX,64,11313077,5.657170016609982e-06,5.657172766918339e-06,0.9999995138369516
4,VMADD_VX,32768,11313077,0.0028964710485043107,0.0028964724566621896,0.9999995138369516
4,VFMADD_VV,524288,11313077,0.04634353677606897,0.046343559306595034,0.9999995138369516
4,VADD_VI,524288,11313077,0.04634353677606897,0.046343559306595034,0.9999995138369516
4,ENDPRG,1,11313077,8.839328150953097e-08,8.839332448309905e-08,0.9999995138369516
4,VMV_V_X,726128,11313077,0.0641848367159527,0.06418486792026375,0.9999995138369515
6,SETRPC,1249356,11313083,0.11043461804355188,0.11043473030290668,0.9999989834778019
6,VMSLT_VX,133120,11313083,0.011766907393855415,0.011766919355190144,0.9999989834778019
6,VAND_VV,66560,11313083,0.005883453696927708,0.005883459677595072,0.9999989834778019
6,VSW12_V,66560,11313083,0.005883453696927708,0.005883459677595072,0.9999989834778019
6,ADDI,524322,11313083,0.04634651756731565,0.04634656467962746,0.9999989834778018
6,VSETVLI,1,11313083,8.839323462932254e-08,8.839332448309905e-08,0.9999989834778018
6,CSRRS,18,11313083,1.5910782233278056e-06,1.5910798406957828e-06,0.9999989834778018
6,ADD,2,11313083,1.7678646925864507e-07,1.767866489661981e-07,0.9999989834778018
6,BEQ,1,11313083,8.839323462932254e-08,8.839332448309905e-08,0.9999989834778018
6,LW,135220,11313083,0.011952533186576993,0.011952545336604652,0.9999989834778018
6,SW,13,11313083,1.1491120501811929e-06,1.1491132182802875e-06,0.9999989834778018
6,CSRRW,2,11313083,1.7678646925864507e-07,1.767866489661981e-07,0.9999989834778018
6,VMV_V_X,726128,11313083,0.06418480267492072,0.06418486792026375,0.9999989834778018
6,VLW_V,5,11313083,4.4196617314661264e-07,4.419666224154952e-07,0.9999989834778018
6,VBEQ,1179656,11313083,0.1042736095898881,0.10427371558643468,0.9999989834778018
6,VID_V,2,11313083,1.7678646925864507e-07,1.767866489661981e-07,0.9999989834778018
6,VREMU_VX,2,11313083,1.7678646925864507e-07,1.767866489661981e-07,0.9999989834778018
6,VDIVU_VX,1,11313083,8.839323462932254e-08,8.839332448309905e-08,0.9999989834778018
6,VBLT,67650,11313083,0.005979802322673669,0.00597980840128165,0.9999989834778018
6,VSLL_VI,66564,11313083,0.005883807269866224,0.005883813250893004,0.9999989834778018
6,VADD_VV,624675,11313083,0.05521704384207205,0.055217099971479895,0.9999989834778018
6,VMUL_VX,64,11313083,5.657167016276642e-06,5.657172766918339e-06,0.9999989834778018
6,VLW12_V,2228224,11313083,0.19695992683868757,0.19696012705302887,0.9999989834778018
6,VMADD_VX,32768,11313083,0.002896469512333641,0.0028964724566621896,0.9999989834778018
6,VFMADD_VV,524288,11313083,0.04634351219733825,0.046343559306595034,0.9999989834778018
6,VADD_VI,524288,11313083,0.04634351219733825,0.046343559306595034,0.9999989834778018
6,VADD12_VI,558112,11313083,0.049333324965440455,0.04933337511391137,0.9999989834778018
6,ENDPRG,1,11313083,8.839323462932254e-08,8.839332448309905e-08,0.9999989834778018
6,AUIPC,624684,11313083,0.055217839381183714,0.055217895511400245,0.9999989834778017
6,LUI,67585,11313083,0.005974056762422763,0.005974062835190249,0.9999989834778017
6,MUL,3,11313083,2.651797038879676e-07,2.6517997344929714e-07,0.9999989834778017
6,JALR,12,11313083,1.0607188155518704e-06,1.0607198937971886e-06,0.9999989834778017
6,VSW_V,3,11313083,2.651797038879676e-07,2.6517997344929714e-07,0.9999989834778017
6,JAL,1186008,11313083,0.10483508341625355,0.10483518998355133,0.9999989834778017
6,VADD_VX,623622,11313083,0.05512396576600737,0.05512402180079919,0.9999989834778017
6,VBNE,2050,11313083,0.00018120613099011117,0.00018120631519035304,0.9999989834778017
6,JOIN,100388,11313083,0.00887362003796843,0.008873629058209346,0.9999989834778017
6,BGE,1057,11313083,9.343164900319391e-05,9.343174397863569e-05,0.9999989834778017
5,CSRRS,18,11313085,1.5910779420467538e-06,1.5910798406957828e-06,0.9999988066915435
5,LW,135220,11313085,0.011952531073531225,0.011952545336604652,0.9999988066915435
5,SW,13,11313085,1.1491118470337666e-06,1.1491132182802875e-06,0.9999988066915435
5,VLW_V,5,11313085,4.419660950129872e-07,4.419666224154952e-07,0.9999988066915435
5,VADD_VX,623622,11313085,0.05512395602083782,0.05512402180079919,0.9999988066915435
5,SETRPC,1249356,11313085,0.11043459852020912,0.11043473030290668,0.9999988066915435
5,VBEQ,1179656,11313085,0.10427359115572808,0.10427371558643468,0.9999988066915435
5,JOIN,100388,11313085,0.008873618469232751,0.008873629058209346,0.9999988066915435
5,VBLT,67650,11313085,0.005979801265525717,0.00597980840128165,0.9999988066915435
5,BGE,1057,11313085,9.34316324857455e-05,9.343174397863569e-05,0.9999988066915435
5,VSLL_VI,66564,11313085,0.005883806229688896,0.005883813250893004,0.9999988066915435
5,VMSLT_VX,133120,11313085,0.01176690531362577,0.011766919355190144,0.9999988066915435
5,VAND_VV,66560,11313085,0.005883452656812885,0.005883459677595072,0.9999988066915435
5,VLW12_V,2228224,11313085,0.19695989201884367,0.19696012705302887,0.9999988066915435
5,VSW12_V,66560,11313085,0.005883452656812885,0.005883459677595072,0.9999988066915435
5,VADD12_VI,558112,11313085,0.04933331624397766,0.04933337511391137,0.9999988066915435
5,AUIPC,624684,11313085,0.055217829619418575,0.055217895511400245,0.9999988066915434
5,ADDI,524322,11313085,0.04634650937387989,0.04634656467962746,0.9999988066915434
5,LUI,67585,11313085,0.0059740557062905476,0.005974062835190249,0.9999988066915434
5,MUL,3,11313085,2.651796570077923e-07,2.6517997344929714e-07,0.9999988066915434
5,JALR,12,11313085,1.0607186280311692e-06,1.0607198937971886e-06,0.9999988066915434
5,VMV_V_X,726128,11313085,0.06418479132791807,0.06418486792026375,0.9999988066915434
5,VSW_V,3,11313085,2.651796570077923e-07,2.6517997344929714e-07,0.9999988066915434
5,JAL,1186008,11313085,0.10483506488283258,0.10483518998355133,0.9999988066915434
5,VBNE,2050,11313085,0.00018120609895532473,0.00018120631519035304,0.9999988066915434
5,VADD_VV,624675,11313085,0.05521703408044755,0.055217099971479895,0.9999988066915434
5,VSETVLI,1,11313085,8.839321900259743e-08,8.839332448309905e-08,0.9999988066915433
5,ADD,2,11313085,1.7678643800519486e-07,1.767866489661981e-07,0.9999988066915433
5,BEQ,1,11313085,8.839321900259743e-08,8.839332448309905e-08,0.9999988066915433
5,CSRRW,2,11313085,1.7678643800519486e-07,1.767866489661981e-07,0.9999988066915433
5,VID_V,2,11313085,1.7678643800519486e-07,1.767866489661981e-07,0.9999988066915433
5,VREMU_VX,2,11313085,1.7678643800519486e-07,1.767866489661981e-07,0.9999988066915433
5,VDIVU_VX,1,11313085,8.839321900259743e-08,8.839332448309905e-08,0.9999988066915433
5,VMUL_VX,64,11313085,5.6571660161662355e-06,5.657172766918339e-06,0.9999988066915433
5,VMADD_VX,32768,11313085,0.0028964690002771126,0.0028964724566621896,0.9999988066915433
5,VFMADD_VV,524288,11313085,0.0463435040044338,0.046343559306595034,0.9999988066915433
5,VADD_VI,524288,11313085,0.0463435040044338,0.046343559306595034,0.9999988066915433
5,ENDPRG,1,11313085,8.839321900259743e-08,8.839332448309905e-08,0.9999988066915433
2,REGEXT,50,11313065,4.41966876350485e-06,4.994222833295096e-06,0.8849562606698577
7,REGEXT,50,11313065,4.41966876350485e-06,4.994222833295096e-06,0.8849562606698577
3,REGEXT,49,11313064,4.331275771090838e-06,4.994222833295096e-06,0.8672572121162528
1,REGEXT,46,11313061,4.066096700088508e-06,4.994222833295096e-06,0.8141600476816877
